list-id-s,4,20,4,240,238046,991
list-id-s,4,40,4,480,349745,728
list-id-s,4,80,4,960,683425,711
list-id-s,8,10,4,240,304001,1266
list-id-s,8,20,4,480,432900,901
list-id-s,8,40,4,960,607599,632
list-id-s,8,80,4,1920,1481949,771
list-id-s,12,10,4,360,509066,1414
list-id-s,12,20,4,720,550462,764
list-id-s,12,40,4,1440,1267752,880
list-id-s,12,80,4,2880,3034587,1053
list-id-s,16,10,4,480,638221,1329
list-id-s,16,20,4,960,715647,745
list-id-s,16,40,4,1920,1639586,853
list-id-s,16,80,4,3840,4666807,1215
list-none-m,1,1000,1,3000,7187763,2395,51
list-none-m,2,1000,1,6000,36520192,6086,6070
list-none-m,4,1000,1,12000,126236626,10519,30204
list-none-m,8,1000,1,24000,408773249,17032,107230
list-none-m,12,1000,1,36000,853017264,23694,224012
list-none-m,16,1000,1,48000,1649156815,34357,441148
list-none-m,24,1000,1,72000,3978650729,55259,1021524
list-none-m,1,1000,4,3000,2405845,801,51
list-none-m,2,1000,4,6000,11696315,1949,949
list-none-m,4,1000,4,12000,23555794,1962,3556
list-none-m,8,1000,4,24000,83963024,3498,18582
list-none-m,12,1000,4,36000,175699823,4880,43593
list-none-m,1,1000,8,3000,1566433,522,52
list-none-m,2,1000,8,6000,6472344,1078,484
list-none-m,4,1000,8,12000,11777488,981,1291
list-none-m,8,1000,8,24000,33395050,1391,5455
list-none-m,12,1000,8,36000,64629687,1795,12675
list-none-m,1,1000,16,3000,1161025,387,56
list-none-m,2,1000,16,6000,4135595,689,266
list-none-m,4,1000,16,12000,6907143,575,634
list-none-m,8,1000,16,24000,13077048,544,1591
list-none-m,12,1000,16,36000,27979092,777,3986
list-none-s,1,1000,1,3000,6801329,2267
list-none-s,2,1000,1,6000,12906065,2151
list-none-s,4,1000,1,12000,47658195,3971
list-none-s,8,1000,1,24000,376254713,15677
list-none-s,12,1000,1,36000,1256533235,34903
list-none-s,16,1000,1,48000,2660766978,55432
list-none-s,24,1000,1,72000,10008164156,139002
list-none-s,1,1000,4,3000,1368617,456
list-none-s,2,1000,4,6000,10403539,1733
list-none-s,4,1000,4,12000,17467346,1455
list-none-s,8,1000,4,24000,43764431,1823
list-none-s,12,1000,4,36000,118806957,3300
list-none-s,1,1000,8,3000,959411,319
list-none-s,2,1000,8,6000,5380408,896
list-none-s,4,1000,8,12000,9570773,797
list-none-s,8,1000,8,24000,17690711,737
list-none-s,12,1000,8,36000,38754207,1076
list-none-s,1,1000,16,3000,828539,276
list-none-s,2,1000,16,6000,3557685,592
list-none-s,4,1000,16,12000,5130078,427
list-none-s,8,1000,16,24000,10018388,417
list-none-s,12,1000,16,36000,18890788,524
